id, overlapID
1109405647366426624,1
1162219997977960449,1
985570002131550208,1
1387143248465047554,1
1427258589077508100,1
1006186075390439424,1
919548186590621696,1
1144289639924207616,1
1170770038208565248,1
1303704709123969024,1
1143342270399373313,1
22501387,1
1339638313637036039,1
1159457355295338500,1
796839329368866817,1
1042586234193756161,1
1378739842264207367,1
1370830299072987139,1
1055935247567781890,1
1115838887623122954,1
282526718,1
2198725662,1
22849568,1
2983179809,1
2344419362,1
265743906,1
32244772,1
22565926,1
1185531782952816640,1
20530732,1
205786669,1
2909908526,1
90680886,1
2557859383,1
283226685,1
494683709,1
1295456970049118208,1
609432652,1
109375565,1
1072270926,1
1467415686,1
2978018901,1
19634262,1
2448438361,1
1080999330461343744,1
234550882,1
802034597567598593,1
246948963,1
214492262,1
278260840,1
249196138,1
2229187188,1
425710711,1
783393750454198273,1
1646334073,1
235355769,1
3237987454,1
292468351,1
983875620194013184,1
1318671397560979456,1
823056541729296384,1
1183544021626621953,1
1380182085906862080,1
21499014,1
1327928839847219201,1
1213405462021853185,1
1117616102442455041,1
1439018845218361345,1
1049430977142018050,1
913149899016933377,1
1134206161555787778,1
61521038,1
116808839,1
1291531291066798083,1
1295049234312581121,1
123920535,1
596787864,1
1411895114004238342,1
749515428,1
1436184229,1
843912870,1
2242940071,1
38880420,1
925220521,1
2148927146,1
327244966,1
335769776,1
2937436849,1
107886768,1
48035511,1
3400323767,1
273465530,1
1028673830481485824,1
751852736,1
35835586,1
407372483,1
282164421,1
2891740872,1
47338701,1
184265422,1
4719872722,1
2848993491,1
417389780,1
2844085461,1
443804372,1
408072407,1
285771480,1
4168242695,1
17834196,1
3027352793,1
987742428,1
867826603480539136,1
33061603,1
40550119,1
45848808,1
4292519659,1
17204460,1
249221867,1
1180991940042661888,1
32480499,1
286499066,1
716501756,1
276713213,1
477503229,1
834519511009091584,1
730064899863273472,1
1334551348235264000,1
930146052019167232,1
720579941184757760,1
1296685293073047553,1
17174791,1
1899063048,1
1002181382,1
23962378,1
1401102261946884098,1
2322580746,1
1198941983462612993,1
972851747294273537,1
1123395231792209922,1
154311944,1
1356743668137353218,1
394245906,1
1181242595269369858,1
548833557,1
339752726,1
2345269014,1
629743388,1
788018802869100550,1
336357663,1
500232993,1
20199202,1
1442076364501180423,1
3163148070,1
15677734,1
2852899113,1
4395821867,1
1262185260,1
1033285939,1
578640179,1
552119609,1
292053307,1
1108409631334793216,1
3145959239,1
971857794826567680,1
240786249,1
1022319903338987520,1
327533387,1
1454928205,1
1373991758,1
43510607,1
709860687,1
256775505,1
2413332228,1
570841936,1
89505108,1
1161773396,1
4787630420,1
265419095,1
4499430739,1
22279004,1
1706203484,1
3098295646,1
570619229,1
560707426,1
3400282468,1
25127782,1
2561429863,1
824450408,1
2332742508,1
514482028,1
2536457582,1
3536757616,1
244650352,1
579377522,1
1224753522,1
1676832624,1
14837621,1
29754743,1
964952442,1
703722876,1
2525412733,1
127134078,1
1166717268975333376,1
3146336130,1
705023369339662336,1
188162948,1
864192327727886336,1
1446352422272528385,1
19540359,1
1179737909500489729,1
1197389912821116929,1
1106884731621257216,1
1382336580518621186,1
1148735122092568577,1
309932421,1
756913038,1
961678255450357760,1
1039315357004115971,1
3865577362,1
631988630,1
1406220117638266880,1
1360345646826483717,1
1084260346527805445,1
250756508,1
709304733,1
953444662404055041,1
3257047456,1
1545053600,1
1707636642,1
58340767,1
1483413924,1
1223950760,1
2226595754,1
277625770,1
22303151,1
2474878388,1
1184231486075092992,1
2434162616,1
29891001,1
48928700,1
738090781651697664,1
16272844,1
87742926,1
635750362,1
47692251,1
18805723,1
16620002,1
911471588,1
1348675178318893056,1
2678072299,1
16279532,1
3561124332,1
3188558830,1
32292352,1
363070453,1
3044668917,1
518931960,1
3484951036,1
272250877,1
488052222,1
1009785173011988480,2
1342125115383939073,2
1125543746697924609,2
1425866189780160514,2
1063494232126689280,2
1279885961841819649,2
1066847336050147329,2
17721863,2
896911058459340800,2
1423390095562915849,2
1106253079983390721,2
1109136672917209091,2
750460751240888324,2
1212150302788345857,2
939043270549577728,2
1353619250838183938,2
768392971,2
281121545,2
1433606604218408963,2
265108749,2
156487702,2
982359026410209280,2
197607704,2
998328097,2
525719842,2
132191779,2
446272806,2
559023147,2
1188166700,2
110475311,2
105975090,2
242506295,2
4834905915,2
2400000572,2
139712323,2
16014404,2
776856139,2
562762571,2
54034509,2
1342848846,2
131317072,2
165100373,2
2370756440,2
578590553,2
2530008414,2
2377760095,2
282149727,2
892064864,2
129316450,2
1707025764,2
134876261,2
479088229,2
768306276,2
2275886439,2
2807682921,2
3015024748,2
599677550,2
2369459569,2
2975160689,2
280064371,2
152012918,2
92821882,2
273262205,2
922605476424048640,2
1310206245631078400,2
996200380013916160,2
1440532151582134272,2
1280337364993429504,2
2363571329,2
1738057094,2
1288862425861836801,2
1249029070886666240,2
1251518605600206850,2
708387548859604992,2
195049872,2
2797134487,2
1090055713462865925,2
115587493,2
3025416359,2
2995187879,2
154915250,2
2801095093,2
2375671734,2
598641595,2
2800741820,2
2397249467,2
16213179,2
97904065,2
122144451,2
3578717895,2
4623339465,2
129863114,2
215423949,2
792139214,2
3402128080,2
2693735376,2
455900881,2
80034004,2
4104867797,2
261772246,2
568429780,2
290683608,2
803381983,2
600234980,2
182401775,2
24990450,2
557289715,2
109567991,2
883774859452579840,3
1178575157364850689,3
1231693228937752578,3
254370449,3
365035637,3
3375064758,3
82679357,3
285190720,4
705988054578630656,4
1183544021626621953,4
1108409631334793216,4
1042860496892772352,4
19540359,4
515619336,4
122130825,4
16272844,4
1176572359974772749,4
4026045455,4
89505108,4
2978018901,4
4787630420,4
119748374,4
22565926,4
446268135,4
1223950760,4
360677740,4
16320622,4
1447500974,4
524557553,4
425710711,4
704798725747531776,5
14079041,5
1162020975187288064,5
1427044343005818885,5
113754405,5
281587128,5
16220555,5
946126124,5
536594609,5
35692915,5
2165369432,5
1612782462,5
1303704709123969024,6
1223950760,6
272185225,6
16272844,6
3242606862,6
943174774154498048,7
1291069648574832640,7
1330919892988686338,7
1086084557009575936,7
1427015461351342080,7
989311745100566529,7
1178019071821877250,7
1141126539213340672,7
1440509126216347656,7
733429965333520390,7
1446352422272528385,7
1434567543948300290,7
36133644,7
300313868,7
760249397103828992,7
1421263144274567172,7
1278776092355108868,7
2772001302,7
1533143322,7
42234395,7
714569357267853312,7
268832287,7
281715248,7
86425142,7
2255130686,7
15333188,7
47371589,7
1295516603430273024,7
2254171724,7
769165632738762752,7
414218319,7
3018841938,7
1722999380,7
1181269652871270400,7
1064928865,7
2555308646,7
412708728,7
973491119433572352,7
164317823,7
1018130243805110272,7
186980225,7
343059330,7
1269643480537509888,7
814944553492828160,7
1051191909874569216,7
1432545138119675905,7
1183161327033954304,7
1283961213471338496,7
634127491,7
1349358194796195840,7
1324786872913113090,7
1081375274472591361,7
252636557,7
713023110,7
256552850,7
184853651,7
1425939253456949252,7
269930134,7
65544087,7
739149720,7
20478618,7
2911660443,7
2351183016,7
747315625,7
154888106,7
1703331764,7
31067324,7
764896957,7
715046844,7
3242282429,7
1172345379125260288,7
474178244,7
1335433670019059712,7
449128142,7
602790864,7
261022418,7
975460565484122112,7
400259548,7
1304621913231286272,7
2845747685,7
135000298,7
2863551224,7
1159560116657709056,7
25813888,8
363070453,8
150270263,8
3191905064,8
274220538,8
1183161327033954304,9
704031546060234753,9
1335433670019059712,9
564207331,9
1446352422272528385,9
948659409399382017,9
733429965333520390,9
1433867054168387590,9
1440509126216347656,9
1425939253456949252,9
154888106,9
1957288050,9
34606493,9
164317823,9
759764062343430144,10
17969963,10
1384165113205198860,10
25397132,10
21410801,10
44208473,10
62311579,10
791282631006621696,11
1446352422272528385,11
635040003,11
129395750,11
1268686766439006215,11
15810950,11
1440509126216347656,11
1686740173,11
184853651,11
1187944161464475648,12
959432437754421249,12
1441302197409435648,12
1368321380555530243,12
1163464930223435777,12
251332947,12
546527413,12
366225624,12
377588094,12
2715275551,12
965478102594863104,13
29545977,13
59686058,13
847251704068190208,14
1446352422272528385,14
1346317368637603841,14
876479489500487681,14
1310724884008321028,14
2341257349,14
15371526,14
975519759105060864,14
1109141736972939264,14
1045369159578574850,14
771466526348107776,14
1024021327756382209,14
250804618,14
1283648018,14
3310729620,14
138077463,14
2373123864,14
175259033,14
16173081,14
63826204,14
286723230,14
280831905,14
2167166754,14
25393191,14
382935719,14
2752659114,14
529665584,14
2557859383,14
256069692,14
149004101,14
341866567,14
1196233544,14
74937543,14
16422863,14
868994263,14
310425304,14
37552089,14
196717787,14
74276700,14
215632349,14
19557595,14
78641250,14
404349157,14
1241938664,14
2573566824,14
416468980,14
297020666,14
312422268,14
255067647,14
