id,comms,dup,_merge
1109405647366426624,1,False,left_only
1162219997977960449,1,False,left_only
985570002131550208,1,False,left_only
1387143248465047554,1,False,left_only
1427258589077508100,1,False,left_only
1006186075390439424,1,False,left_only
919548186590621696,1,False,left_only
1144289639924207616,1,False,left_only
1170770038208565248,1,False,left_only
1143342270399373313,1,False,left_only
22501387,1,False,left_only
1339638313637036039,1,False,left_only
1159457355295338500,1,False,left_only
796839329368866817,1,False,left_only
1042586234193756161,1,False,left_only
1378739842264207367,1,False,left_only
1370830299072987139,1,False,left_only
1055935247567781890,1,False,left_only
1115838887623122954,1,False,left_only
282526718,1,False,left_only
2198725662,1,False,left_only
22849568,1,False,left_only
2983179809,1,False,left_only
2344419362,1,False,left_only
265743906,1,False,left_only
32244772,1,False,left_only
1185531782952816640,1,False,left_only
20530732,1,False,left_only
205786669,1,False,left_only
2909908526,1,False,left_only
90680886,1,False,left_only
283226685,1,False,left_only
494683709,1,False,left_only
1295456970049118208,1,False,left_only
609432652,1,False,left_only
109375565,1,False,left_only
1072270926,1,False,left_only
1467415686,1,False,left_only
19634262,1,False,left_only
2448438361,1,False,left_only
1080999330461343744,1,False,left_only
234550882,1,False,left_only
802034597567598593,1,False,left_only
246948963,1,False,left_only
214492262,1,False,left_only
278260840,1,False,left_only
249196138,1,False,left_only
2229187188,1,False,left_only
783393750454198273,1,False,left_only
1646334073,1,False,left_only
235355769,1,False,left_only
3237987454,1,False,left_only
292468351,1,False,left_only
983875620194013184,1,False,left_only
1318671397560979456,1,False,left_only
823056541729296384,1,False,left_only
1380182085906862080,1,False,left_only
21499014,1,False,left_only
1327928839847219201,1,False,left_only
1213405462021853185,1,False,left_only
1117616102442455041,1,False,left_only
1439018845218361345,1,False,left_only
1049430977142018050,1,False,left_only
913149899016933377,1,False,left_only
1134206161555787778,1,False,left_only
61521038,1,False,left_only
116808839,1,False,left_only
1291531291066798083,1,False,left_only
1295049234312581121,1,False,left_only
123920535,1,False,left_only
596787864,1,False,left_only
1411895114004238342,1,False,left_only
749515428,1,False,left_only
1436184229,1,False,left_only
843912870,1,False,left_only
2242940071,1,False,left_only
38880420,1,False,left_only
925220521,1,False,left_only
2148927146,1,False,left_only
327244966,1,False,left_only
335769776,1,False,left_only
2937436849,1,False,left_only
107886768,1,False,left_only
48035511,1,False,left_only
3400323767,1,False,left_only
273465530,1,False,left_only
1028673830481485824,1,False,left_only
751852736,1,False,left_only
35835586,1,False,left_only
407372483,1,False,left_only
282164421,1,False,left_only
2891740872,1,False,left_only
47338701,1,False,left_only
184265422,1,False,left_only
4719872722,1,False,left_only
2848993491,1,False,left_only
417389780,1,False,left_only
2844085461,1,False,left_only
443804372,1,False,left_only
408072407,1,False,left_only
285771480,1,False,left_only
4168242695,1,False,left_only
17834196,1,False,left_only
3027352793,1,False,left_only
987742428,1,False,left_only
867826603480539136,1,False,left_only
33061603,1,False,left_only
40550119,1,False,left_only
45848808,1,False,left_only
4292519659,1,False,left_only
17204460,1,False,left_only
249221867,1,False,left_only
1180991940042661888,1,False,left_only
32480499,1,False,left_only
286499066,1,False,left_only
716501756,1,False,left_only
276713213,1,False,left_only
477503229,1,False,left_only
834519511009091584,1,False,left_only
730064899863273472,1,False,left_only
1334551348235264000,1,False,left_only
930146052019167232,1,False,left_only
720579941184757760,1,False,left_only
1296685293073047553,1,False,left_only
17174791,1,False,left_only
1899063048,1,False,left_only
1002181382,1,False,left_only
23962378,1,False,left_only
1401102261946884098,1,False,left_only
2322580746,1,False,left_only
1198941983462612993,1,False,left_only
972851747294273537,1,False,left_only
1123395231792209922,1,False,left_only
154311944,1,False,left_only
1356743668137353218,1,False,left_only
394245906,1,False,left_only
1181242595269369858,1,False,left_only
548833557,1,False,left_only
339752726,1,False,left_only
2345269014,1,False,left_only
629743388,1,False,left_only
788018802869100550,1,False,left_only
336357663,1,False,left_only
500232993,1,False,left_only
20199202,1,False,left_only
1442076364501180423,1,False,left_only
3163148070,1,False,left_only
15677734,1,False,left_only
2852899113,1,False,left_only
4395821867,1,False,left_only
1262185260,1,False,left_only
1033285939,1,False,left_only
578640179,1,False,left_only
552119609,1,False,left_only
292053307,1,False,left_only
3145959239,1,False,left_only
971857794826567680,1,False,left_only
240786249,1,False,left_only
1022319903338987520,1,False,left_only
327533387,1,False,left_only
1454928205,1,False,left_only
1373991758,1,False,left_only
43510607,1,False,left_only
709860687,1,False,left_only
256775505,1,False,left_only
2413332228,1,False,left_only
570841936,1,False,left_only
1161773396,1,False,left_only
265419095,1,False,left_only
4499430739,1,False,left_only
22279004,1,False,left_only
1706203484,1,False,left_only
3098295646,1,False,left_only
570619229,1,False,left_only
560707426,1,False,left_only
3400282468,1,False,left_only
25127782,1,False,left_only
2561429863,1,False,left_only
824450408,1,False,left_only
2332742508,1,False,left_only
514482028,1,False,left_only
2536457582,1,False,left_only
3536757616,1,False,left_only
244650352,1,False,left_only
579377522,1,False,left_only
1224753522,1,False,left_only
1676832624,1,False,left_only
14837621,1,False,left_only
29754743,1,False,left_only
964952442,1,False,left_only
703722876,1,False,left_only
2525412733,1,False,left_only
127134078,1,False,left_only
1166717268975333376,1,False,left_only
3146336130,1,False,left_only
705023369339662336,1,False,left_only
188162948,1,False,left_only
864192327727886336,1,False,left_only
1179737909500489729,1,False,left_only
1197389912821116929,1,False,left_only
1106884731621257216,1,False,left_only
1382336580518621186,1,False,left_only
1148735122092568577,1,False,left_only
309932421,1,False,left_only
756913038,1,False,left_only
961678255450357760,1,False,left_only
1039315357004115971,1,False,left_only
3865577362,1,False,left_only
631988630,1,False,left_only
1406220117638266880,1,False,left_only
1360345646826483717,1,False,left_only
1084260346527805445,1,False,left_only
250756508,1,False,left_only
709304733,1,False,left_only
953444662404055041,1,False,left_only
3257047456,1,False,left_only
1545053600,1,False,left_only
1707636642,1,False,left_only
58340767,1,False,left_only
1483413924,1,False,left_only
2226595754,1,False,left_only
277625770,1,False,left_only
22303151,1,False,left_only
2474878388,1,False,left_only
1184231486075092992,1,False,left_only
2434162616,1,False,left_only
29891001,1,False,left_only
48928700,1,False,left_only
738090781651697664,1,False,left_only
87742926,1,False,left_only
635750362,1,False,left_only
47692251,1,False,left_only
18805723,1,False,left_only
16620002,1,False,left_only
911471588,1,False,left_only
1348675178318893056,1,False,left_only
2678072299,1,False,left_only
16279532,1,False,left_only
3561124332,1,False,left_only
3188558830,1,False,left_only
32292352,1,False,left_only
3044668917,1,False,left_only
518931960,1,False,left_only
3484951036,1,False,left_only
272250877,1,False,left_only
488052222,1,False,left_only
1009785173011988480,2,False,left_only
1342125115383939073,2,False,left_only
1125543746697924609,2,False,left_only
1425866189780160514,2,False,left_only
1063494232126689280,2,False,left_only
1279885961841819649,2,False,left_only
1066847336050147329,2,False,left_only
17721863,2,False,left_only
896911058459340800,2,False,left_only
1423390095562915849,2,False,left_only
1106253079983390721,2,False,left_only
1109136672917209091,2,False,left_only
750460751240888324,2,False,left_only
1212150302788345857,2,False,left_only
939043270549577728,2,False,left_only
1353619250838183938,2,False,left_only
768392971,2,False,left_only
281121545,2,False,left_only
1433606604218408963,2,False,left_only
265108749,2,False,left_only
156487702,2,False,left_only
982359026410209280,2,False,left_only
197607704,2,False,left_only
998328097,2,False,left_only
525719842,2,False,left_only
132191779,2,False,left_only
446272806,2,False,left_only
559023147,2,False,left_only
1188166700,2,False,left_only
110475311,2,False,left_only
105975090,2,False,left_only
242506295,2,False,left_only
4834905915,2,False,left_only
2400000572,2,False,left_only
139712323,2,False,left_only
16014404,2,False,left_only
776856139,2,False,left_only
562762571,2,False,left_only
54034509,2,False,left_only
1342848846,2,False,left_only
131317072,2,False,left_only
165100373,2,False,left_only
2370756440,2,False,left_only
578590553,2,False,left_only
2530008414,2,False,left_only
2377760095,2,False,left_only
282149727,2,False,left_only
892064864,2,False,left_only
129316450,2,False,left_only
1707025764,2,False,left_only
134876261,2,False,left_only
479088229,2,False,left_only
768306276,2,False,left_only
2275886439,2,False,left_only
2807682921,2,False,left_only
3015024748,2,False,left_only
599677550,2,False,left_only
2369459569,2,False,left_only
2975160689,2,False,left_only
280064371,2,False,left_only
152012918,2,False,left_only
92821882,2,False,left_only
273262205,2,False,left_only
922605476424048640,2,False,left_only
1310206245631078400,2,False,left_only
996200380013916160,2,False,left_only
1440532151582134272,2,False,left_only
1280337364993429504,2,False,left_only
2363571329,2,False,left_only
1738057094,2,False,left_only
1288862425861836801,2,False,left_only
1249029070886666240,2,False,left_only
1251518605600206850,2,False,left_only
708387548859604992,2,False,left_only
195049872,2,False,left_only
2797134487,2,False,left_only
1090055713462865925,2,False,left_only
115587493,2,False,left_only
3025416359,2,False,left_only
2995187879,2,False,left_only
154915250,2,False,left_only
2801095093,2,False,left_only
2375671734,2,False,left_only
598641595,2,False,left_only
2800741820,2,False,left_only
2397249467,2,False,left_only
16213179,2,False,left_only
97904065,2,False,left_only
122144451,2,False,left_only
3578717895,2,False,left_only
4623339465,2,False,left_only
129863114,2,False,left_only
215423949,2,False,left_only
792139214,2,False,left_only
3402128080,2,False,left_only
2693735376,2,False,left_only
455900881,2,False,left_only
80034004,2,False,left_only
4104867797,2,False,left_only
261772246,2,False,left_only
568429780,2,False,left_only
290683608,2,False,left_only
803381983,2,False,left_only
600234980,2,False,left_only
182401775,2,False,left_only
24990450,2,False,left_only
557289715,2,False,left_only
109567991,2,False,left_only
883774859452579840,3,False,left_only
1178575157364850689,3,False,left_only
1231693228937752578,3,False,left_only
254370449,3,False,left_only
365035637,3,False,left_only
3375064758,3,False,left_only
82679357,3,False,left_only
285190720,4,False,left_only
705988054578630656,4,False,left_only
1042860496892772352,4,False,left_only
515619336,4,False,left_only
122130825,4,False,left_only
1176572359974772749,4,False,left_only
4026045455,4,False,left_only
119748374,4,False,left_only
446268135,4,False,left_only
360677740,4,False,left_only
16320622,4,False,left_only
1447500974,4,False,left_only
524557553,4,False,left_only
704798725747531776,5,False,left_only
14079041,5,False,left_only
1162020975187288064,5,False,left_only
1427044343005818885,5,False,left_only
113754405,5,False,left_only
281587128,5,False,left_only
16220555,5,False,left_only
946126124,5,False,left_only
536594609,5,False,left_only
35692915,5,False,left_only
2165369432,5,False,left_only
1612782462,5,False,left_only
272185225,6,False,left_only
3242606862,6,False,left_only
943174774154498048,7,False,left_only
1291069648574832640,7,False,left_only
1330919892988686338,7,False,left_only
1086084557009575936,7,False,left_only
1427015461351342080,7,False,left_only
989311745100566529,7,False,left_only
1178019071821877250,7,False,left_only
1141126539213340672,7,False,left_only
1434567543948300290,7,False,left_only
36133644,7,False,left_only
300313868,7,False,left_only
760249397103828992,7,False,left_only
1421263144274567172,7,False,left_only
1278776092355108868,7,False,left_only
2772001302,7,False,left_only
1533143322,7,False,left_only
42234395,7,False,left_only
714569357267853312,7,False,left_only
268832287,7,False,left_only
281715248,7,False,left_only
86425142,7,False,left_only
2255130686,7,False,left_only
15333188,7,False,left_only
47371589,7,False,left_only
1295516603430273024,7,False,left_only
2254171724,7,False,left_only
769165632738762752,7,False,left_only
414218319,7,False,left_only
3018841938,7,False,left_only
1722999380,7,False,left_only
1181269652871270400,7,False,left_only
1064928865,7,False,left_only
2555308646,7,False,left_only
412708728,7,False,left_only
973491119433572352,7,False,left_only
1018130243805110272,7,False,left_only
186980225,7,False,left_only
343059330,7,False,left_only
1269643480537509888,7,False,left_only
814944553492828160,7,False,left_only
1051191909874569216,7,False,left_only
1432545138119675905,7,False,left_only
1283961213471338496,7,False,left_only
634127491,7,False,left_only
1349358194796195840,7,False,left_only
1324786872913113090,7,False,left_only
1081375274472591361,7,False,left_only
252636557,7,False,left_only
713023110,7,False,left_only
256552850,7,False,left_only
269930134,7,False,left_only
65544087,7,False,left_only
739149720,7,False,left_only
20478618,7,False,left_only
2911660443,7,False,left_only
2351183016,7,False,left_only
747315625,7,False,left_only
1703331764,7,False,left_only
31067324,7,False,left_only
764896957,7,False,left_only
715046844,7,False,left_only
3242282429,7,False,left_only
1172345379125260288,7,False,left_only
474178244,7,False,left_only
449128142,7,False,left_only
602790864,7,False,left_only
261022418,7,False,left_only
975460565484122112,7,False,left_only
400259548,7,False,left_only
1304621913231286272,7,False,left_only
2845747685,7,False,left_only
135000298,7,False,left_only
2863551224,7,False,left_only
1159560116657709056,7,False,left_only
25813888,8,False,left_only
150270263,8,False,left_only
3191905064,8,False,left_only
274220538,8,False,left_only
704031546060234753,9,False,left_only
564207331,9,False,left_only
948659409399382017,9,False,left_only
1433867054168387590,9,False,left_only
1957288050,9,False,left_only
34606493,9,False,left_only
759764062343430144,10,False,left_only
17969963,10,False,left_only
1384165113205198860,10,False,left_only
25397132,10,False,left_only
21410801,10,False,left_only
44208473,10,False,left_only
62311579,10,False,left_only
791282631006621696,11,False,left_only
635040003,11,False,left_only
129395750,11,False,left_only
1268686766439006215,11,False,left_only
15810950,11,False,left_only
1686740173,11,False,left_only
1187944161464475648,12,False,left_only
959432437754421249,12,False,left_only
1441302197409435648,12,False,left_only
1368321380555530243,12,False,left_only
1163464930223435777,12,False,left_only
251332947,12,False,left_only
546527413,12,False,left_only
366225624,12,False,left_only
377588094,12,False,left_only
2715275551,12,False,left_only
965478102594863104,13,False,left_only
29545977,13,False,left_only
59686058,13,False,left_only
847251704068190208,14,False,left_only
1346317368637603841,14,False,left_only
876479489500487681,14,False,left_only
1310724884008321028,14,False,left_only
2341257349,14,False,left_only
15371526,14,False,left_only
975519759105060864,14,False,left_only
1109141736972939264,14,False,left_only
1045369159578574850,14,False,left_only
771466526348107776,14,False,left_only
1024021327756382209,14,False,left_only
250804618,14,False,left_only
1283648018,14,False,left_only
3310729620,14,False,left_only
138077463,14,False,left_only
2373123864,14,False,left_only
175259033,14,False,left_only
16173081,14,False,left_only
63826204,14,False,left_only
286723230,14,False,left_only
280831905,14,False,left_only
2167166754,14,False,left_only
25393191,14,False,left_only
382935719,14,False,left_only
2752659114,14,False,left_only
529665584,14,False,left_only
256069692,14,False,left_only
149004101,14,False,left_only
341866567,14,False,left_only
1196233544,14,False,left_only
74937543,14,False,left_only
16422863,14,False,left_only
868994263,14,False,left_only
310425304,14,False,left_only
37552089,14,False,left_only
196717787,14,False,left_only
74276700,14,False,left_only
215632349,14,False,left_only
19557595,14,False,left_only
78641250,14,False,left_only
404349157,14,False,left_only
1241938664,14,False,left_only
2573566824,14,False,left_only
416468980,14,False,left_only
297020666,14,False,left_only
312422268,14,False,left_only
255067647,14,False,left_only
1183544021626621953,1 4,,
1108409631334793216,1 4,,
19540359,1 4,,
16272844,1 4 6,,
89505108,1 4,,
2978018901,1 4,,
4787630420,1 4,,
22565926,1 4,,
1223950760,1 4 6,,
425710711,1 4,,
1303704709123969024,1 6,,
1446352422272528385,1 7 9 11 14,,
363070453,1 8,,
1183161327033954304,7 9,,
1335433670019059712,7 9,,
733429965333520390,7 9,,
1440509126216347656,7 9 11,,
1425939253456949252,7 9,,
154888106,7 9,,
164317823,7 9,,
184853651,7 11,,
2557859383,1 14,,
